applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,monthly_expenses,estimated_debt,dti_ratio,approved,approved_amount,interest_rate
APP00848,200000.0,1265.6731796966656,1693.2832392207276,12449.146266628071,19,AB,Full-time,51,545.0,26055.117922250058,16.668731587934218,2,2,Late <30,1329.7906389063596,130.29173014138817,8.37578945902832,0,0.0,0.0
APP00849,43526.70809544727,1166.959143370207,361.74685475109646,17851.256828571393,51,BC,Full-time,55,496.0,32949.25147732895,23.002165876926604,4,1,On Time,375.41471044725165,227.3712444006268,38.4406847780894,0,0.0,0.0
APP00850,45912.9055180321,464.4662254998841,520.5128981015569,43712.06400359478,28,PE,Full-time,29,743.0,48070.93308570368,22.15219824826338,3,0,On Time,648.8852729742771,319.46305190805333,20.489122225559502,1,5797.822637950802,6.61
APP00851,43845.60377498132,1482.899564825921,337.643277677389,25756.002965826763,24,ON,Part-time,74,595.0,21344.08221166046,15.464184061999859,1,0,Late 30-60,240.88970576078825,99.0206447866723,43.29520152755431,0,0.0,0.0
APP00852,45354.353123067005,542.3642138211487,302.17198922425223,12771.697675813102,45,ON,Part-time,17,541.0,33216.120947531854,14.345440599169661,1,2,On Time,273.9453009440188,142.94996699629598,18.132262073046228,0,0.0,0.0
APP00853,43534.38812353298,331.9655865903759,870.7164741722584,19841.80913430009,39,ON,Part-time,18,733.0,49621.605218631164,17.921140485479228,4,1,On Time,1129.0209096636852,266.78272747142347,16.504147820691834,1,5238.359703088325,7.58
APP00854,108500.30527506645,137.06380242611456,519.5277398109944,6185.690191849833,46,ON,Part-time,22,579.0,24709.59447652476,36.521304621779656,2,0,On Time,533.057599419336,270.72798808734143,4.5101269289110535,0,0.0,0.0
APP00855,121814.18927640226,723.933168536982,1332.100222530649,45297.75124719816,45,ON,Full-time,87,,32927.48086896366,18.115585782133014,4,1,Late >60,1331.070127068473,178.9501812813765,8.894366298523789,1,12195.354731910056,8.93
APP00856,45009.40978046098,173.06323800009406,460.33954348231435,21001.69377248017,80,ON,Full-time,69,695.0,21116.567147331247,20.43105440290155,4,0,Late <30,341.224596360288,129.4301196568945,8.064803136920153,0,0.0,0.0
APP00857,39490.768449988995,409.02940722184735,523.9743981705842,49039.16902506071,48,ON,Unemployed,0,659.0,22818.730000958476,32.11969672013081,1,0,On Time,481.7573249240795,219.87920615080094,19.110550786139193,0,0.0,0.0
APP00858,75788.94966300849,822.9051596316486,1231.9468511584826,18029.39988986344,47,BC,Part-time,17,597.0,40856.60413448313,20.18651983242884,5,2,On Time,1194.803687959393,247.42579489393134,16.947023954569886,0,0.0,0.0
APP00859,45428.20641839488,1825.3176426691896,388.0790701595204,41981.44631412893,29,ON,Full-time,54,701.0,31997.050441760548,23.56901182314419,1,0,On Time,388.5095171275556,226.24165805027863,54.19256789910367,0,0.0,0.0
APP00860,82163.45607354809,665.0670186647575,600.4993184577886,13562.880351281206,58,AB,Full-time,31,520.0,23656.704020739904,29.32629578682016,1,1,On Time,743.7817610440393,208.12904983604284,12.753057530381845,0,0.0,0.0
APP00861,66267.94071450163,216.18947103322628,1677.118485059831,4731.491775502509,33,BC,Full-time,87,433.0,17608.878859669447,21.057926590841912,1,2,Late 30-60,2086.9822395113715,111.24194351218416,5.929227515115904,0,0.0,0.0
APP00862,28060.774153667735,765.4607824179686,105.93652697537337,2554.9347220162344,29,ON,Full-time,69,524.0,19158.674767938537,33.729261592386045,2,0,Late <30,100.96184179765093,193.86238590337348,41.02480550541555,0,0.0,0.0
APP00863,129800.32676060623,1777.048571486306,59.051551619499584,30702.252905594392,37,QC,Full-time,58,793.0,39928.824856878906,15.73635299664402,2,1,On Time,42.262343666255376,188.5002248067062,18.171437733756584,1,10395.008169015156,6.79
APP00864,146963.39726343696,652.7130803267471,292.4156968648869,16267.10991200588,45,BC,Part-time,12,587.0,34590.44617659805,15.850604973055415,4,1,On Time,356.9220465898759,164.48384945609723,6.672656824757452,0,0.0,0.0
APP00865,44073.133352727134,2039.2220158430137,1844.6411940325866,22732.47414331559,34,ON,Full-time,51,536.0,27889.051952409114,9.60802551738463,2,3,On Time,1919.8236690871083,80.38761684432373,57.711611717468635,0,0.0,0.0
APP00866,49323.16954085446,819.3043333191541,1031.4540051847916,41113.70474443897,29,ON,Full-time,53,,21081.48435978844,18.409232099591303,1,3,On Time,828.9294385300977,116.4281815749748,22.765751437422775,1,2283.0792385213617,7.65
APP00867,69073.93249355428,1378.2861112328428,963.475716581687,13157.296199045304,29,QC,Full-time,40,900.0,50000.0,14.470490886521443,3,1,Late <30,1028.5390028056916,217.0573632978216,27.715407250274094,1,13157.296199045304,6.73
APP00868,70772.68463469807,982.4011850139832,292.8340437881182,16123.97136001075,42,QC,Part-time,28,789.0,50000.0,39.241882007310934,1,0,On Time,306.0887782051628,588.628230109664,26.637894378025234,1,8719.317115867452,7.06
APP00869,83222.42621455951,1972.8641936308074,850.341221088689,42421.47306787469,46,BC,Full-time,38,599.0,28521.426709745807,21.67303949874323,0,1,On Time,778.2158258570383,185.4438022922493,31.121053698078327,0,0.0,0.0
APP00870,163587.3323260783,3123.2249776293993,437.59594278835567,25145.3513938317,47,ON,Full-time,82,598.0,26705.832102967885,27.879907244733094,4,0,On Time,322.1262809631394,223.36683657724797,24.549029071780883,0,0.0,0.0
APP00871,54804.43422915603,565.3944118564502,1352.7112245010833,41555.593185571895,21,BC,Full-time,72,600.0,23516.496253343965,22.414782857683115,1,1,On Time,967.3947616199199,158.13514712766707,15.842431054949902,0,0.0,0.0
APP00872,40169.021887570365,940.0678990071735,1389.3274005868586,19349.324169849504,30,AB,Full-time,54,588.0,24739.989452172824,41.50591143872128,4,0,Late <30,1548.0647528183483,308.0567433590351,37.28618473786896,0,0.0,0.0
APP00873,30041.66066054488,1824.4173158295805,556.1198116588452,20520.129060528317,51,QC,Full-time,28,734.0,40940.9788228379,51.8254674465592,6,1,On Time,421.6556372587501,636.5356095639764,98.30160668683573,0,0.0,0.0
APP00874,41545.10485680243,1008.084823805056,1077.689769539404,9189.779727134555,34,AB,Part-time,19,646.0,39280.57594397668,31.283311109131283,5,1,On Time,1344.9621918372163,368.64794334038413,39.76592010704778,0,0.0,0.0
APP00875,58890.58522961377,129.06651472279867,992.7103947519768,45900.94682615335,42,ON,Full-time,47,568.0,24587.941529811556,11.71396528106856,1,0,On Time,782.4038009525137,86.4066880239469,4.390648221408251,1,1472.264630740344,7.66
APP00876,146866.44740615052,660.9634230410493,741.947427839399,44942.40100661787,71,ON,Full-time,78,546.0,23798.4500945745,51.682984935222834,4,0,On Time,764.3333486707359,368.99248131586387,8.415448913327065,0,0.0,0.0
APP00877,46221.22330491504,1001.7234856874888,448.3191271278661,49226.6337136739,19,ON,Full-time,57,900.0,43239.64750928603,49.803330496135196,5,0,Late >60,522.1590330326086,646.0435366324084,42.77949144140488,1,13655.530582622876,9.37
APP00878,66962.89746581907,2344.0535434071558,602.6265418661678,20719.909231315865,38,AB,Full-time,76,753.0,27716.507628773197,29.726546908943106,2,1,On Time,731.9376116292216,247.17481925364177,46.43577492715537,1,6824.072436645477,8.27
APP00879,59384.50139110076,901.9695373459082,1322.3069555442341,41112.13214617346,48,ON,Part-time,5,594.0,39850.46655108721,37.87842501449906,4,1,On Time,1629.1187875001788,452.8418727144479,27.377070683228172,0,0.0,0.0
APP00880,108466.49871973012,384.5825285568423,1691.4729355936295,21332.73285193381,28,BC,Full-time,53,801.0,46632.81243324858,45.53940643938122,6,1,On Time,1747.369929788969,637.0891796427411,11.303084955359482,1,10261.662467993254,6.11
APP00881,,1019.4450435735943,638.1539407553284,23260.640657127664,38,QC,Full-time,31,564.0,26701.642141871616,16.079821237714423,2,1,On Time,538.1066432986645,128.8072897184153,6.889513999752057,0,0.0,0.0
APP00882,45915.84821822988,2187.664490230956,1790.8023148691586,41669.9702861464,25,ON,Part-time,7,666.0,23237.33971672147,13.595778245445489,1,0,On Time,1471.9238766233875,94.77891534078846,59.651126854249426,0,0.0,0.0
APP00883,46876.89920104405,492.73997707028474,1032.0812441502676,9690.971773433586,46,AB,Part-time,20,655.0,41889.2293634863,30.102270399099236,1,1,On Time,999.9097206381102,378.28827273286566,22.29741978625798,0,0.0,0.0
APP00884,100919.70085131472,548.3567595840981,757.5358030530911,11795.235788625863,31,AB,Part-time,6,698.0,34445.304511752365,12.094636625224792,6,0,On Time,816.285389208791,124.98103245445829,8.006418406220844,1,4922.9925212828675,7.15
APP00885,84199.6248547023,499.33849719394556,704.2728654756993,16421.683779394938,34,BC,Full-time,32,585.0,36197.059486824895,12.229706789181675,3,0,On Time,857.0996570889721,132.80382724633063,9.009194407188234,0,0.0,0.0
APP00886,150746.31394806204,247.34814312217674,467.2947864051837,39620.77259250282,50,QC,Part-time,18,692.0,21684.348335103496,40.12267088543969,2,1,On Time,468.2618566383235,261.01019148437683,4.046732457670861,1,5868.65784870155,7.75
APP00887,80174.76493539244,871.634565528878,1122.7839402358588,19259.925919036054,46,QC,Full-time,32,505.0,20677.812744895487,15.74346818532618,6,0,On Time,1258.2622120225556,97.6621461274183,14.507757583385079,0,0.0,0.0
APP00888,50028.79179630379,795.4167015364637,1966.2158751628654,18550.242205757317,51,ON,Full-time,89,642.0,35235.40927343526,33.26201380385082,3,1,Late >60,2190.4329843909636,351.60020089120104,27.51256293610692,0,0.0,0.0
APP00889,80444.87251577369,146.84252915495048,738.6611944212902,49942.00091750685,61,QC,Part-time,2,813.0,40257.26640632379,2.5894998478790017,0,2,On Time,569.4804116510544,31.273855570559967,2.6569706059103058,1,10161.121812894342,6.87
APP00890,104229.63681725206,412.31849086126596,411.0987995985345,19806.501011874494,40,QC,Full-time,93,782.0,32689.851471109017,32.88181401633415,2,2,On Time,488.8384045686894,322.4704848883782,8.459655025427724,1,9205.7409204313,7.17
APP00891,90241.17528139298,960.5311017989575,1231.6022028972004,13140.756279463762,65,QC,Full-time,73,610.0,23207.57779440997,64.79509397830428,2,1,On Time,1180.004588011165,451.12115525928044,18.771727021369717,0,0.0,0.0
APP00892,77160.04232489374,1355.4042706137416,617.8394198792706,31537.470231846222,42,AB,Part-time,4,527.0,22172.22497849217,64.88031205760898,1,2,On Time,453.5775300887421,431.56226268482527,27.791066144431813,0,0.0,0.0
APP00893,102062.16269233906,1621.8187557640163,462.88085856080426,40292.11764579504,55,ON,Full-time,41,461.0,27518.73855216825,21.18220049279084,3,1,On Time,482.14577105152574,174.8722311962162,21.124666844965002,0,0.0,0.0
APP00894,107435.69862102848,1433.3944588943737,282.40841463561395,4410.783852434804,39,ON,Full-time,110,741.0,27675.085868858696,36.27445405778109,2,2,Late <30,351.3984960274991,301.16958926851845,19.374164123395584,1,4410.783852434804,8.09
APP00895,119500.93750090228,832.2273415460306,1101.468547556851,31325.719325785278,50,AB,Full-time,60,707.0,38003.03751212163,24.484235665603503,2,0,On Time,1272.8656990809209,279.14259793666685,11.16011267584547,1,5837.523437522557,7.69
APP00896,82814.20998250369,206.91143399425567,1538.0278440756804,2751.037338131013,34,ON,Full-time,52,718.0,33708.11353618601,37.050682291079326,1,0,Late <30,1187.4223085497385,374.67258157825745,8.427307569974557,1,2751.037338131013,8.44
APP00897,55074.43758639107,696.2201682013766,345.3881590231413,26790.285197996378,56,QC,Full-time,118,849.0,50000.0,30.59460284626002,6,3,On Time,407.5074237365616,458.9190426939003,25.168973371720003,1,11326.860939659777,5.77
APP00898,64431.4304317189,47.886674907196934,660.180326533929,13592.58662413265,53,ON,Unemployed,0,695.0,26454.99492880597,18.170725081431858,2,2,On Time,480.153392909863,144.21193196460214,3.5777310343971065,1,3860.7857607929727,7.95
APP00899,109453.43462807137,,698.0384194182537,16025.4431859861,37,AB,Unemployed,0,702.0,28644.11530072936,59.777595432488674,5,2,Late >60,729.493221195459,513.6829007905675,16.200430101789674,0,0.0,0.0
APP00900,39796.41709598842,478.21376642141723,485.00118184551786,23887.70223513675,41,BC,Full-time,76,540.0,24811.650689231123,28.609580268035284,5,0,On Time,372.9747288797517,212.95527359280325,20.841143714434295,0,0.0,0.0
APP00901,71993.89872208021,86.9714873581416,1762.9215082643339,46428.26557653376,28,BC,Full-time,50,842.0,30870.266501220223,24.871066646147362,5,2,On Time,1871.1159227865048,230.33293666085356,5.288855244423861,1,11399.847468052005,6.36
APP00902,49184.34170692849,1098.4504612005064,272.8338699199372,35822.69802280595,51,QC,Full-time,67,663.0,32120.885357278617,68.71593920691235,1,4,On Time,216.01620119455293,662.1650416448875,42.955512467840066,0,0.0,0.0
APP00903,60740.89123652073,2170.08469501449,1038.3337610381104,46905.434217940325,50,AB,Full-time,42,598.0,27891.935330951776,2.7168445564700225,4,1,On Time,1283.6364797037215,22.73341580199307,43.32142119438725,0,0.0,0.0
APP00904,113462.30330938289,175.63200769708138,1157.6071572732528,33338.5792233752,25,ON,Full-time,58,700.0,48722.39523985992,37.08545310596696,3,2,On Time,1263.2251063461324,542.0676311634638,7.590534842962536,1,5336.557582734573,7.23
APP00905,65877.32201387732,1164.6747287827948,482.57249109686154,1348.2796073051234,66,ON,Full-time,93,880.0,47304.00256658867,29.303012825338513,3,0,Late <30,465.0460220535763,415.84493816957814,28.790235279195414,1,1348.2796073051234,7.61
APP00906,61280.580303733106,604.324532099992,406.14056882045435,14013.674670036202,44,QC,Part-time,14,893.0,29271.183536827295,38.172228021344296,3,1,On Time,505.38003024106104,335.2038877267172,18.397901883500438,1,13682.014507593327,5.45
APP00907,30335.439531053256,431.7177193458063,538.0814841549251,45382.856308298324,37,QC,Part-time,17,582.0,28167.441554196543,55.81781985304358,4,1,Late <30,432.45149104834417,471.6735535179829,35.736074512018384,0,0.0,0.0
APP00908,86953.32705160268,432.5736418251447,203.06241376979116,32528.830527419494,54,ON,Full-time,37,797.0,50000.0,44.437938982879025,4,2,On Time,249.13716290119677,666.5690847431854,15.168726909083642,1,9523.833176290067,6.42
APP00909,82680.75047114912,604.2050761725822,1997.3846514262439,49100.71459194347,33,ON,Full-time,92,713.0,46110.2115923401,47.45949618938214,2,2,On Time,1533.95408492302,656.5102234074808,18.297588627040547,1,5217.018761778728,7.54
APP00910,,602.3815985755716,567.4269156335575,8642.236941696485,55,ON,Full-time,52,,50000.0,23.52157165630485,3,2,Late <30,660.0957178974934,352.8235748445727,6.490734074080186,1,8642.236941696485,7.87
APP00911,51334.11821552025,806.8490439891203,618.4668410336147,15540.643822219452,25,MB,Full-time,42,707.0,46498.84891460966,32.628736643597925,7,2,On Time,485.90554445273085,455.15960863957434,29.501049902062405,1,4133.352955388006,8.08
APP00912,66807.80298342531,394.89508787824894,2196.6526199444115,18756.01531633478,37,ON,Part-time,9,741.0,27455.523152885497,30.082197765299277,3,0,On Time,1740.2124097009519,247.77674317045637,11.543654525651426,1,6220.195074585633,6.61
APP00913,67825.38689716667,471.60123598311037,231.19066971869353,17001.33309019822,38,ON,Full-time,89,812.0,24475.962515534924,5.336023412670545,4,3,On Time,281.3521514690323,39.1812927091623,9.037014936015531,1,9795.634672429167,6.21
APP00914,131758.58688555902,1243.607388063306,734.6670537283821,13347.584977344151,33,ON,Full-time,55,505.0,27598.304322569587,15.203042767573233,4,1,On Time,711.6441478821704,125.87346027855801,12.47263694044941,0,0.0,0.0
APP00915,57088.172284242275,363.1814590960777,1250.9838488411701,22729.820072082115,31,QC,Full-time,80,716.0,41598.00666629616,13.771750909884062,0,2,On Time,1066.7870719644363,171.86321584677822,11.246701098340285,1,4727.204307106057,6.85
APP00916,68837.97011453754,1010.6638007998845,1999.8266377478094,32472.60804509919,34,QC,Unemployed,0,563.0,19844.897618024235,15.808369693190286,1,1,Late <30,2190.1785853584665,94.11464342077151,19.258762727299132,0,0.0,0.0
APP00917,81141.37274607013,630.1653171211038,253.56964416010794,16251.589221448106,33,ON,Full-time,42,633.0,23214.269775698092,46.07930835134809,5,1,On Time,308.58791624245646,320.9092485437318,14.06544454663639,0,0.0,0.0
APP00918,65729.5951255172,528.6778899465354,2162.095657152288,4905.296242398528,34,ON,Full-time,64,680.0,46595.68252417266,29.773722470178487,3,0,On Time,2052.6394424277278,416.19807593497876,17.250237992377947,1,3143.2398781379297,7.54
APP00919,47895.80459044448,2642.1586676972292,658.288623009412,35718.093817765,57,AB,Part-time,34,579.0,39229.17817990019,59.42272532807239,3,0,Late 30-60,573.7159925330052,699.3314039490658,83.71898374530143,0,0.0,0.0
APP00920,65975.91277556078,253.192485451728,661.7095599022813,23491.811233282166,45,ON,Full-time,99,621.0,22529.1732697,17.161077972860014,1,0,On Time,572.9977690520077,115.98746974361859,6.714813446257022,0,0.0,0.0
APP00921,102417.8072023988,2270.21275918294,350.4225370078315,28267.632998413097,38,ON,Unemployed,0,539.0,21495.501195989567,27.40755028307604,0,1,On Time,388.78950021368775,176.74170896670157,28.670261959199568,0,0.0,0.0
APP00922,35837.2219057647,1495.1222383820193,835.2212228731759,23314.63220103184,49,QC,Full-time,56,620.0,40724.41881814376,25.817464016234105,4,0,On Time,938.9180750943574,315.42036522584203,60.62554541874088,0,0.0,0.0
APP00923,63990.17513702587,489.1204955721256,2167.535056248446,44627.5176692906,38,QC,Full-time,57,731.0,34649.204987719684,17.330266468705283,3,4,On Time,2705.1510459595247,180.14398660979225,12.550635732728338,1,5649.754378425647,7.53
APP00924,42190.04587793847,1524.950526361966,825.2839622980832,28378.50486115262,30,NB,Part-time,29,766.0,47432.945256390914,7.462209957628632,2,2,Late <30,588.150563789378,106.18637892356823,46.393983358196905,1,6854.751146948462,8.92
APP00925,108827.93266017681,22.70654489289541,450.5820779849431,46240.56515273573,20,BC,Full-time,51,603.0,27641.18306191434,59.07016534213581,3,0,On Time,352.4743734754801,489.83077611585713,5.651534217148326,0,0.0,0.0
APP00926,27956.542994971405,449.6257973718675,515.1841929679847,26018.191736244014,51,ON,Part-time,23,812.0,48277.71708920693,12.542049213065635,6,2,On Time,542.8732552802966,181.65045108818794,27.096751493499223,1,8798.913574874285,6.41
APP00927,45276.3036495784,367.85026751260966,531.8939131756116,15336.81994977381,19,QC,Part-time,25,737.0,33808.424674014845,21.146969427273557,5,1,On Time,466.05146379375,214.48371688970187,15.434139383179987,1,5481.90759123946,7.55
APP00928,72301.91810000765,1107.9577519949964,1841.605792984227,18416.686771633635,21,ON,Full-time,24,823.0,50000.0,8.80290004797315,4,0,Late <30,1786.3801089025571,132.04350071959726,20.580387662735532,1,10457.54795250019,7.03
APP00929,130975.03540788441,1374.163350358773,2075.9819241837436,26584.335385654493,46,ON,Full-time,80,502.0,21597.499395095732,28.937164323828224,2,3,On Time,2607.988807796681,187.49111669389976,14.3079584183903,0,0.0,0.0
APP00930,57937.77503896272,1094.9487486038731,272.15079765467203,26969.482452445423,39,ON,Full-time,92,711.0,36207.479673913025,38.58275709720863,1,0,Late <30,206.2821484967147,419.09531800821145,31.35869264418044,1,4498.444375974068,8.93
APP00931,45360.6485733369,916.1614321971805,370.164766161188,34679.54737589849,57,SK,Full-time,49,741.0,37694.845105034525,13.110600726439243,2,5,On Time,403.0988586720157,148.26061908512412,28.158910899910932,1,5684.016214333422,7.33
APP00932,153365.39177241665,1595.3533989888801,402.1236563939321,12000.248737144908,32,QC,Full-time,85,508.0,28425.066413503067,26.48213023044375,3,1,Late >60,475.506314881329,225.82689317142027,14.249736041070879,0,0.0,0.0
APP00933,29027.329153076582,1442.1761940979902,553.2117689741125,33283.302098309585,49,ON,Full-time,56,900.0,38041.201604274276,17.37663291191324,3,0,On Time,427.23796735957717,198.30839874166776,67.81821024684048,1,13225.683228826914,7.48
APP00934,20000.0,478.919929553626,2305.506768565921,39150.81241065686,37,ON,Full-time,80,616.0,34315.15489900918,33.25058927299799,1,4,Late >60,2508.3013890042025,342.29973641587776,49.27317995817022,0,0.0,0.0
APP00935,74608.31380030865,526.4400786461912,2142.894601027594,34153.00748388252,46,QC,Part-time,12,734.0,26160.81166182449,29.79566269011843,3,1,On Time,2569.28142466126,233.84361599263173,12.2284017302481,1,6065.207845007716,6.89
APP00936,46582.15877149324,1385.4692323294669,796.8386517004174,24609.57738106195,42,QC,Part-time,13,772.0,50000.0,55.1740364019737,2,0,On Time,656.6269268995134,827.6105460296054,57.01100601752459,0,0.0,0.0
APP00937,35932.00176374189,800.7699628949815,598.8904692551474,49592.35190472487,46,AB,Full-time,32,690.0,24679.18825668722,37.13873895875547,7,0,On Time,467.6972463940624,274.96617911372704,35.9257293511838,1,2898.3000440935475,8.52
APP00938,85321.19884523617,843.7852341041474,164.1951472619878,20835.844797331596,42,ON,Full-time,60,818.0,50000.0,16.59116817895531,6,4,On Time,121.35156187292691,248.86752268432963,15.367614683011233,1,10533.029971130904,5.9
APP00939,67636.31736422892,929.3021543534021,905.4910590291316,6222.940114411632,43,BC,Full-time,8,879.0,50000.0,26.495500020951933,3,3,On Time,1029.8184913389505,397.43250031427897,23.538856750992,1,6222.940114411632,5.43
APP00940,45159.71397408639,136.20093422205164,844.5137571232252,41253.706554959805,26,AB,Part-time,13,569.0,24832.686570497666,17.174828972227804,2,0,On Time,800.9152769068547,127.94914343077069,7.019089920836893,0,0.0,0.0
APP00941,31566.376575336064,460.3365752472074,340.8794592843498,11397.859725140492,40,MB,Full-time,23,691.0,29780.25469634319,8.2036006848412,5,0,On Time,340.7547272410734,73.2915953464999,20.28594581276015,1,2839.159414383402,7.26
APP00942,92617.06252041827,1177.5778916215186,1018.9199149623335,35950.993072219666,47,ON,Unemployed,0,771.0,50000.0,16.6802879431883,4,0,On Time,773.7026376603877,250.2043191478245,18.49916857971489,1,8365.426563010456,6.58
APP00943,82875.9830269105,456.97159578737916,1366.667751420768,9769.837853041168,39,BC,Part-time,35,516.0,19504.466916296926,34.755101184541346,3,1,Late 30-60,1051.6650684597694,203.36391636793164,9.561305768512856,0,0.0,0.0
APP00944,56977.51914813663,689.0620047007078,337.59510680550244,1826.9921520390294,38,ON,Part-time,50,786.0,46309.82358521453,42.87809504071357,2,1,On Time,372.83971358577355,595.7031051016522,27.058358363313396,1,1826.9921520390294,7.2
APP00945,150741.01307062342,1172.1287352206805,573.5825122333154,8830.131585662257,19,BC,Full-time,67,850.0,31745.19820871666,21.026767121188342,2,4,On Time,543.4354265739516,200.24966698519515,10.925056486621102,1,8830.131585662257,5.99
APP00946,35064.959880961156,1656.8384832095105,1326.7513345601112,19472.446132215275,58,ON,Full-time,87,808.0,50000.0,45.26850212139589,5,1,On Time,1597.7029381827804,679.0275318209383,79.93846927395101,0,0.0,0.0
APP00947,27923.877175085625,1793.4065889394976,496.4354168932645,6224.294109360116,23,QC,Unemployed,0,723.0,43146.8760217493,26.684918664152875,5,0,On Time,581.9470536406633,345.4112631758004,91.91350493506414,0,0.0,0.0
APP00948,42363.65012122806,1862.8676579082912,557.5917309270026,10686.275127548419,32,ON,Full-time,37,833.0,50000.0,9.064395816679491,5,1,On Time,653.1512779479852,135.96593725019235,56.61930233410796,0,0.0,0.0
APP00949,58524.86536123515,742.0886899055129,582.1902213890946,38466.687606535255,30,BC,Full-time,48,715.0,46592.48058087199,14.384504153146645,0,0,On Time,708.1774287307419,201.06291912628728,19.338479872656205,1,4713.121634030878,7.35
APP00950,67620.72004860581,682.5076942888124,1047.2019530721414,38724.29679087941,43,BC,Full-time,69,548.0,28485.015529232085,46.710784309527696,4,1,On Time,1265.479973100969,399.16722493185205,19.195446338515577,0,0.0,0.0
APP00951,53070.7904967992,285.4704937081227,1477.8216143784487,41056.92313235786,44,QC,Full-time,59,627.0,22627.90606093999,20.874479717659604,2,0,On Time,1516.0042875850388,141.70372983665956,9.658968020923963,0,0.0,0.0
APP00952,71398.1828880872,2178.428179201493,1929.9025544115414,42216.60659083203,47,QC,Part-time,12,654.0,25413.380887282194,61.73463364097156,3,1,On Time,1683.7000815997187,470.66572759645044,44.52371978626271,0,0.0,0.0
APP00953,32023.660138532807,659.5552256903175,1416.105701056637,21601.358836074014,48,ON,Full-time,143,673.0,25622.937164109433,35.306582561343134,1,0,On Time,1469.5692353501468,271.3975039346211,34.884934161717254,1,1950.5915034633204,8.39
APP00954,123239.18037366487,2144.37661467665,791.7972659210101,43509.933373982894,60,ON,Part-time,7,670.0,26013.13706502522,61.79969829248149,3,1,Late <30,666.6788763959923,482.28120667785777,25.576195622759613,0,0.0,0.0
APP00955,57464.60148165611,1030.9870322605138,1157.5988562170369,26770.90687568811,36,AB,Full-time,138,646.0,31690.54150889198,19.504015831987704,3,0,Late 30-60,943.5769697970752,185.4278469941078,25.40168760365478,0,0.0,0.0
APP00956,104678.38366429886,1709.7925543370918,320.53272774723615,24059.2587298644,30,BC,Full-time,69,701.0,45362.92902440271,24.561365084959604,8,1,On Time,321.7149375675613,334.25263832743957,23.43228988960781,1,5166.959591607471,7.95
APP00957,71065.88426841506,782.0924122291085,2476.2428536852617,36208.28012079302,37,ON,Part-time,18,830.0,25667.404888379748,36.11058789105979,5,1,Late <30,2658.8483929959884,278.05952404717635,17.901449290724692,1,10776.647106710376,6.74
APP00958,75235.35980351403,1256.6070711019188,464.2951508351497,11477.102156635452,26,QC,Unemployed,0,701.0,27716.99060090085,45.97901346116677,3,0,On Time,450.6410749166469,382.3199651825559,26.140799335281578,1,4430.883995087851,7.88
APP00959,79609.09627507467,1749.6848682062468,1106.7832655873858,39685.37146454613,35,ON,Unemployed,0,742.0,39973.11247903796,26.32125948378195,7,1,On Time,1310.2053641208922,315.64279978054816,31.13203537722021,1,6590.227406876867,8.1
APP00960,74895.88888953008,550.8800073495995,871.9237529441848,22043.82550174396,21,NB,Part-time,14,460.0,29721.952055142905,51.80726501507229,2,1,Late 30-60,915.9635174173436,461.94391406581826,16.227709206992323,0,0.0,0.0
APP00961,82566.67105297388,1869.5825359128908,296.40053480502525,7237.475286184261,29,ON,Full-time,36,692.0,28994.257107286747,23.726106888115098,4,0,On Time,381.3948675512868,206.37625298069284,30.171381683464084,1,4164.166776324347,8.16
APP00962,116375.37827602174,324.4799138452816,466.10635366432405,6846.283762331411,19,ON,Full-time,39,788.0,35697.25605756817,23.38097805357393,2,1,On Time,373.8343342615906,250.39102813644314,5.927758436512915,1,6846.283762331411,6.86
APP00963,66056.16109449566,2596.681826547403,1534.2328124922392,9080.430448488307,54,ON,Full-time,103,804.0,36129.36117641849,18.974934728694056,5,0,On Time,1361.3702797348983,205.6656810335862,50.90845355494636,0,0.0,0.0
APP00964,85348.81795947728,932.0757434946592,728.8892315513854,44638.063977945334,41,BC,Full-time,132,794.0,33147.71073465413,28.719391349100782,3,1,On Time,541.1307660359781,285.59462307459626,17.12038285728656,1,9333.720448986933,6.21
APP00965,57247.09357371244,466.7348348812691,413.4179460677944,49555.953290693324,62,ON,Full-time,46,710.0,41144.85862124692,26.577834917105196,2,0,On Time,413.22873463909417,328.0623780369399,16.660350700141233,1,4431.177339342811,7.47
APP00966,123014.63459507862,,660.4401095612463,18491.71616086289,53,QC,Full-time,51,721.0,40543.69659547702,12.24956918498369,3,0,On Time,482.1035481470867,148.99284493838502,15.839698904533572,1,6625.365864876965,7.1
APP00967,42693.580527077575,1066.4719495908566,413.2938589771806,15315.048758059582,54,ON,Full-time,97,612.0,39003.372245047016,63.80893796502253,4,4,On Time,450.7833387572382,746.6291280032659,50.96132173156661,0,0.0,0.0
APP00968,147335.88871420958,145.03669943997258,553.6910403752673,11719.777657122528,38,ON,Full-time,43,764.0,50000.0,10.925816637306026,3,1,On Time,470.5328547616089,163.88724955959037,2.51607902212167,0,0.0,0.0
APP00969,58683.91951015437,604.4767359518995,246.4790516948599,41367.00738119503,45,QC,Full-time,20,613.0,40469.666569220266,35.20365147738578,3,1,On Time,284.2252002802623,427.4040111926523,21.100446372863704,0,0.0,0.0
